status_message,word_counts,char_counts
"É claro que se juntar as opções vai dar muito bom. Mas na dúvida, vá de Temaki. 😎 

Nossas unidades:
🎌 Batista Campos - Rua dos Pariquis, 1712

🎌 Av. Senador Lemos, 356 

🎌 Av. Duque de Caxias, 510

Delivery:
2121-4463",41,172
"A sexta mais incrível da cidade está em festa!!

ROCK ALIVE + comemoração do aniversário do MARKINHO DURAN nessa sexta, 16/03, no Old School!!! 

Venha curtir o melhor do rock e festejar com a gente essa noite!
Shows, parabéns especial ao aniversariante da noite e bolo oferecido pela casa pra toda a galera! 🎂🎉✌

OLD SCHOOL GASTROPUB
👉 Funcionamento: de terça à sábado, à partir das 18h

👉 Happy Hour, de terça a sábado, das 18 às 21h, com chopp Devassa puro malte a R$3,99

📱central de informações e reservas: 99811-4389
🌎 Av Brás de Aguiar 304 (entre Benjamin Constant e Dr. Morares)",103,478
Melhor dia no 091barboutique.,4,26
"Venha aproveitar esta TERÇA de CARNAVAL aqui no Heisenberg!
CHOPP Amazon Beer R$ 5,00 a noite toda 😍
Quer mais? Comprando um hambúrguer, o segundo sai com 50% desconto :)
Tocando muito pop rock com Matheus Brevis.
#heisenbergpub",38,191
"É uma delicia!😀
Esse Espaguete com legumes faz muito sucesso! 

Prato 1
 Arroz integral com milho e salsa
 Feijoada de feijão azuki
 Bolinho de macaxeira
 Couve no vapor
 Farofa crocante de soja
 Salada ■ Suco
 Sobremesa: Tortinha doce de leite com amendoim

Prato 2
 Arroz integral com jambu
 Maniçoba vegetariana
 Banana verde chips com gersal
 Farofa crocante de soja
 Salada ■ Suco
 Sobremesa: Tortinha doce de leite com amendoim

Prato 3
 Dhal de lentilha
 Espaguete com legumes
 Bolinho de macaxeira
 Salada ■ Suco
 Sobremesa: Tortinha doce de leite com amendoim

 Delivery 🏍

WhatsApp (91) 99804-3493*
Ou pelos fones: 3222-2272 / 3242-1724
*Pedidos somente das 8h às 11h da manhã (pedidos após esse horário não serão aceitos)

Endereço: Travessa Padre Prudêncio, 166 - entre Manoel Barata e Ó de Almeida - Campina - Belém – PA

#vegetariano #comida #vegana #vegano #salada #belem #RestauranteGovinda #restauranteBelem",143,755
"🤩 NÃO PASSE VONTADE VEM PRO TACACÁ DO RENATO!
✅De seg a sex das 12:00 às 15:00
✅Das 16:00 às 22:00 todos os dias 📍Serzedelo Correa N401 entre Pariquis e Mundurucus
⭕️salgados apenas no horário da tarde",37,165
"Sábado, antes do Baile Tropical especial de Carnaval no Ziggy, tem Pocket Show no café da casa com o músico Pratagy. Ele vai mandar aquele lo-fi amazônico, pra tu já ir tomando uns chopes e começar a aquecer a noite. A entrada será gratuita.",44,198
"A gente espera você aqui, no tradicional almoço de domingo com a família e amigos para saborear os nossos anéis de lula grelhado ao molho teriyaki! Vem desfrutar do melhor da comida japonesa. 

Foto: Thais T

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia",43,230
"Já sabe a pedida da nessa sexta-feira? 😍😍
.
Na dúvida, escolhe qualquer um dos nossos Drinks que você nào se arrependerá 😎
.
#DrinksVegas #VegasRestaurante",26,130
"O #SRBIndica da semana é o livro “A arte da nova Culinária Japonesa”.

Escrito pelo chef Masaharu Morimot, o livro fala sobre as novas formas de praticar a culinária oriental. Com dicas modernas, misturas inesperadas e receitas inovadoras, ele oferece 125 pratos com instruções passo a passo, ilustrados com fotos. Vem entender um pouco mais sobre como funciona os nossos toques regionais na culinária tradicional japonesa! 

#belém #pará #sushilovers #culinária #amazônia #drinksi #gastronomia",73,419
Já começamos com preparativos para o almoço. Só chegar!!,9,48
"Feriadão amanhã (30), mas aqui, vamos seguir a programação normal, para almoço e jantar. Inclusive com as Ostras de São Caetano de Odivelas e Camarão Pitú na Brasa, como de praxe. 😌 #remansodobosque",33,166
"Feito para satisfazer desejos, o Bolo Brigadeiro Gourmet pode ter diversas combinações. Escolha entre o sabor (branco ou chocolate) e o recheio (são diversos sabores gourmet feitos pela Eti Mariqueti). Seja qual for o seu pedido, uma coisa é certa: sua mãe vai adorar esta delícia feita com muito amor e carinho. 🌹",53,262
Não tem nada melhor do que matar a fome ouvindo música boa! E isso só o Studio Pub pode te oferecer. Te esperamos aqui a partir das 18h 😉,29,109
Desejamos uma maravilhosa semana a todos 🙏,7,36
"A estrela Valéria Paiva, vocalista da banda Fruto sensual, faz um convite para a festa MEU ❤️ É BREGA nesta sexta no Mormaço. Ingressos promocionais na Locus do Shopping Pátio Belém 💥🍺 ACEITAAAAA, MEU AMOR",35,171
"E essa delícia? É fechar o sábado com chave de ouro!
.
Você tem que experimentar nossa banana flambada, que acompanha um maravilhoso queijo coalho e sorvete de creme.",29,138
"Que tal começar o Dia das Mães com uma surpresa deliciosa? A Cesta de Café da Manhã da Eti Mariqueti é saborosamente especial, feita com todo o carinho para quem merece tudo de bom e de melhor. 🌹",38,158
"🍻🍷Tá na hora de programar o fds!🍸🍹
.
Marca aqui o crush! 😉",13,46
"Iremos abrir mais cedo pro jogão, afinal, happy hour a noite toda! #chelsea #barcelona #happyhour #thewaypub",16,93
"O Maior Festival Tributo do Norte/Nordeste do país convida você para a segunda edição do:

STUDIO PUB ROCK FESTIVAL UK x US EDITION

Uma mega estrutura no Insano Marina Club!
10 Bandas, 02 Palcos, 10 horas de música, feira gastronômica

Patrocinador Oficial: Heineken

Tanto os Estados Unidos como a Inglaterra são países cuja importância e criatividade são ilimitados para o surgimento e desenvolvimento do rock contribuindo cada um a seu modo para o que conhecemos hoje como rock and roll.

Nessa disputa de gosto e popularidade, os dois são os países mais fortes na representação dessa vertente musical, somando os pontos positivos de cada um não se surpreenda se ao final não consiga se decidir qual tem mais importância, pois uma coisa é certa: Rock é bom e todo mundo gosta!

Tudo isso te espera dia 19 de maio no Insano Marina Club. As melhores bandas do rock britânico e americano disputando pra vê qual país manda melhor no quesito rock e você vai curtir essa disputada de pertinho, tá preparado?

Line-up
Palco US:

18:00h – Pearl Jam Cover
20:00h – Red Hot Chili Peppers Cover
22:00h – Bon Jovi Cover
00:00h – Guns n’ Roses Cover
02:00h – System Of A Down Cover

Palco UK:
19:00h – Beatles Forever
21:00h – Coverplay Coldplay Cover
23:00h – Pink Floyd Project
01:00h – Mistica Queen Tribute
03:00h – Led Zeppelin Cover Brazil

Abertura dos portões 17:00h e início da Feira Gastronômica 18:00h

Pré-venda Oficial dia 06/04 à partir do meio dia no site SYMPLA
Primeiros 100 ingressos na pré-venda por R$15,00

1º Lote RS20. (VENDA FÍSICA À PARTIR DO DIA 13/04)

Mais informações: (91) – 3230-2475 / (91) 99161-3677

INGRESSOS ÁREA VIP E CAMAROTE À VENDA ONLINE NO SYMPLA
ÁREA VIP PRIMEIRO LOTE R$40,00

Patrocinador Oficial: HEINEKEN
Mais informações: (91) – 3230-2475 / (91) 99161-3677

Serviço:
Data: Sábado, 19 de Maio de 2018
Local: Insano Marina Clube - Cidade Velha - Belém",321,1552
"Marque sua melhor companhia! 
Viva o amor! 😍

Prato 1
 Arroz integral com castanhas
 Dhal de grão de bico
 Vegetais gratinados
 Alu patra (rocambole de batata com especiarias)
 Salada ■ Suco
 Sobremesa: Bolo de chocolate com ganache de biomassa

Prato 2
 Arroz integral com folhas verdes
 Maniçoba vegetariana
 Banana verde chips com gersal
 Farofinha crocante
 Salada ■ Suco
 Sobremesa: Bolo de chocolate com ganache de biomassa

Prato 3
 Arroz paraense
 Vatapá vegetariano
 Cuscuz com brócolis
 Acarajé com vinagrete
 Salada ■ Suco
 Sobremesa: Bolo de chocolate com ganache de biomassa

 Delivery 🏍

WhatsApp (91) 99804-3493*
Ou pelos fones: 3222-2272 / 3242-1724
*Pedidos somente das 8h às 11h da manhã (pedidos após esse horário não serão aceitos)

Endereço: Travessa Padre Prudêncio, 166 - entre Manoel Barata e Ó de Almeida - Campina - Belém – PA

#vegetariano #comida #vegana #vegano #salada #belem #RestauranteGovinda #restauranteBelem",142,775
"Confiram nosso horário de funcionamento no feriado de amanhã (21/04)! Esperamos por você! ❤
#doceriaamorosa #tudofeitocomamor",16,110
"Hoje é sexta-feira e #hojetem no Remanso do Bosque. No menu Tem, Mas Tá Acabando, quem chegou foi a ostra gratinada com creme de alho poró e queijo marajoara. Uma beleza! Ah, e tem a ostra natural também. É só hoje, hein. #temmastáacabando #TGIF #remansodobosque",45,218
"Qual você vai escolher, e quem vai acompanhar você😍😍😍",9,45
Vamo que vamo moçada que é em clima de São João que trazemos para vcs mais uma edição do pinga na seringa. Cachaça no copo é para os fracos a onda é pinga na seringa 😉,36,132
Mas Quarta estaremos esperando vocês. 😄,6,34
"Pra comer com a galera os nossos nachos artesanais são a melhor pedida! Acompanha três molhos que vão fazer você subir na mesa e fazer headbang! Então já sabe, vem pro Iron e peça o nosso Isaac Newton no capricho!

#beer #cerveja #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",55,339
"Quem disse que no domingo não rola promoção?! Se liga!
.
Já pensou ganhar 1 INGRESSO PARA O NOSSO RODÍZIO DE PIZZA de hoje? A gente vai te dar essa chance!
.
Pra participar é fácil: Curte nossa pagina, curte essa publicação e marca 2 amigos nos comentários. Depois disso é só esperar o resultado que sai hoje às 17:30.
.
Boa sorte! 🍀
Prêmio válido apenas para o rodízio de pizza de hoje.",74,314
"Batata doce rechaeada com filé, uma boa pedida para o seu jantar. #Saudável #gostoso #saúde #fitness #comida #quefazbem #gastronomia #food #healthyfood #força #foco #fé",24,145
"NESTA QUARTA
.
Chopp Amazon Beer Forest, estará com o Happy Hour em DOBRO das 18 hs as 21 hs saindo a R$ 4,00 na promoção cada um chopp. Após as 21hs somente R$ 5,00 a unidade até fecharmos.
.
No comando Voz e Guitarra com John Mccan – A voz e a guitarra do Beatles Forever. Imperdível!
#heisenbergpub",59,243
"No Carnaval de Delícias Cité, o prato principal é o famoso Tour Cité com generosas torres de filé mignon com camadas de mozzarella, regadas ao molho gorgonzola, acompanhado de arroz à piamontesa e muitas fritas. Entrada + prato principal + sobremesa por R$ 49,90. Vem pro Cité!
-
☎ Delivery Cité de Seg. a Sáb. de 18:00 às 23:30 e aos Domingos de 11:30 às 15:00 e de 18:00 às 23:00h através de nosso aplicativo; ou pelo site citebelem.com.br ou através do número 3349-5777! 
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #carnaval2018 #carnaval #carnavalcite #carnavaldedelicias #instafood #tasty #belem #pará.",98,524
"Vc sabia que no Shopping Metrópole Ananindeua abrimos 12hs😍
Então vem almoçar com a gente@🤩🤩",15,78
"Clubinho, Sábado 10 de Março de 2018",7,30
"O Kit Café da Manhã da Eti Mariqueti é um presente para, literalmente, começar o dia com tudo de bom. É uma cesta completa, com doces e salgados cuidadosamente preparados com todo o cuidado, carinho e dedicação.",37,175
"Hoje é dia de soltar a voz e de comemorar com a gente!
.
O nosso Karaokê tem entrada LIBERADA hoje a noite toda! Vale cantar tudo, então chama todo mundo porque o palco já tá montado, microfone preparado para você mandar aquele vozeirão, com uma cerveja mega gelada no bar!
.
Entrada free a noite toda.
Hora: A partir de 21h.
.
Mais informações:
Telefone: 3230-2475 / Wpp: (91) 99161-3677.",71,319
"Promo Relâmpago, somente neste Sábado e Domingo😲😲😱😱
Na compra de QUALQUER um dos nossos Hots - Pão Brioche com Linguiça suína de 25 cm🌭, vão estar por apenas $9.90.
Aproveite para experimentar este que é novo no nosso Cardápio - Hot Pork 😎",43,197
"✨🍔Domingo do Hambúrguer🍔✨
Quem é amigo de verdade convida pra lanchar no El Patron. Marca aqui aquela(s) pessoa(s) que vai te trazer pra curtir nossos Hambúrgueres Gourmet!😏
>Todo domingo, às 18h30.
👉Delivery: (91) 3348-6800!
. . . 
#SundayBurguerElPatron #ElPatron 
#Hambúrguer #Top #BurgerLovers",42,254
"Prato 1
Arroz integral com couve e castanhas de cajú
Dhal de grão de bico com salsão
Burguer de quinoa e proteína de soja com purê de abóbora
Batata rústica
Salada ■ Suco
Sobremesa: Banana gratinada

Prato 2
Arroz integral com jambu
Maniçoba vegetariana
Banana verde chips com gersal
Farofinha crocante
Salada ■ Suco
Sobremesa: Banana gratinada

Delivery 🏍
WhatsApp (91) 99804-3493*
Ou pelos fones: 3222-2272 / 3242-1724
*Pedidos somente das 8h às 11h da manhã (pedidos após esse horário não serão aceitos)

Endereço:
Travessa Padre Prudêncio, 166 - entre Manoel Barata e Ó de Almeida - Campina - Belém – PA
#vegetariano #comida #vegana #vegano #salada #belem#RestauranteGovinda #restauranteBelem",109,585
"Há 1 ano atrás a Me Gusta surgiu com a proposta de trazer para Belém o novo e diferente com muito amor e comprometimento, sua criadora e idealizadora Lorena Magalhães fez do mundo Me Gusta um mundo mágico , alegre e divertido onde em cada colherada você sinta o que chamamos de ""Saborosas Sensações "". Agora, graças a vocês , crescemos e procuramos sempre estar perto dos nossos clientes , é por isso que estamos inaugurando nossa segunda unidade no shopping metrópole Ananindeua com tudo que tem direito , muito amor e trabalho e claro nossas super delícias ! Queremos convidar todos vocês a estar conosco a partir do dia 01 de março no 3 piso às 17h ( INAUGURAÇÃO) ! É com muita alegria e emoção que falamos "" CHEGAMOS ANANINDEUA ❤️""",133,603
"#Repost
A @erickaviggiano passou no Grão, para saborear aquele prato leve e cheio de sabor.",15,77
"As sobremesas do buffet de almoço também são deliciosas, experimente o nosso pudim de leite com creme de leite. Hummmm.

#estaçãodasdocas #caponeristorante #belém",23,139
"Bateu a vontade de comer um sanduíche e não quer perder o foco? A gente tem a solução pra você! Que tal um integral de mignon com queijo do marajó e saladinha fresca? Deu água na boca, né?! 😋❤",39,154
Bora Venha fazer Parte da Familia PlanoB 💥,8,35
"Neste domingo tem Heisenberg com aquelas promoções que todo mundo gosta!
.
Chopp Amazon Beer em DOBRO até 21h e após R$ 6,00 a noite toda!
.
Hambúrguer comprando um o outro sai por 50% desconto.
.
E mais: Ayres Sasaki mandando mto pop rock em voz e violão!
#heisenbergpub",50,222
"✨🍻HAPPY HOUR EL PATRON🍻✨
Chopp em DOBRO toda terça e quarta!!! Aproveite pra saborear nosso cardápio de entradas com preços especiais. Chama os amigos pra curtir no El Patron!😉 
👉Das 18h30 às 21h
. . . 
#ElPatron #HappyHour #CervejaEmDobro #Curtição",40,208
"CHEGOU O GRANDE DIA! 

Hoje você tem um encontro marcado com o COLISEU DO ROCK!

Últimas unidades do segundo lote 25$ à venda nas lojas Touch dos Shoppings! As vendas no local começam à partir das 17:00h !! 

#StudioPubRockFestival #UKxUS #Rock",41,199
"Literalmente um sonho, esta sobremesa é ótima em qualquer hora do dia. Feita com creme bassier, ganache de chocolate e pedaços de Bombons Sonho de Valsa, é uma delícia que vai fazer você sonhar com todo este sabor.",38,177
"Tenha todas as delícias e facilidades Cité na palma da sua mão. Baixe nosso aplicativo para IOS e Android ou diretamente pelo site: citebelem.com.br 
Acesse nosso cardápio e faça seu pedido muito mais fácil e rápido. Vem pro Cité!
-
#vemprocité #cité #citebelem #restaurantecité #sextou #delivery #aplicativo #site #gastronomia #instafood #tasty #belem #pará.",53,306
